2025.02.19 13:09:31.296	Click: Right
2025.02.19 13:09:31.344	Send: q /-1
2025.02.19 13:09:45.880	Click: Right
2025.02.19 13:09:45.980	Click: Right
2025.02.19 13:09:51.042	Click: Right
2025.02.19 13:09:51.174	Click: Right
2025.02.19 13:09:56.225	Click: Right
2025.02.19 13:09:56.321	Click: Right
2025.02.19 13:10:01.389	Click: Right
2025.02.19 13:10:01.505	Click: Right
2025.02.19 13:10:01.519	Send: q /-1
2025.02.19 13:10:06.604	Click: Right
2025.02.19 13:10:06.622	Send: q /-1
2025.02.19 13:10:06.670	Send: q /-1
2025.02.19 13:10:06.701	Click: Right
2025.02.19 13:10:06.715	Send: q /-1
2025.02.19 13:10:06.745	Send: q /-1
2025.02.19 13:10:06.793	Send: q /-1
2025.02.19 13:10:06.833	Click: Right
2025.02.19 13:10:06.854	Send: q /-1
2025.02.19 13:10:26.239	Click: Right
2025.02.19 13:10:26.355	Click: Right
2025.02.19 13:10:31.421	Click: Right
2025.02.19 13:10:31.538	Click: Right
2025.02.19 13:10:36.869	Click: Right
2025.02.19 13:10:36.986	Click: Right
2025.02.19 13:10:42.348	Click: Right
2025.02.19 13:10:42.479	Click: Right
2025.02.19 13:10:47.495	Click: Right
2025.02.19 13:10:47.643	Click: Right
2025.02.19 13:10:52.657	Click: Right
2025.02.19 13:10:52.673	Send: q /-1
2025.02.19 13:10:52.716	Send: q /-1
2025.02.19 13:10:52.775	Click: Right
2025.02.19 13:10:52.794	Send: q /-1
2025.02.19 13:10:52.856	Send: q /-1
2025.02.19 13:10:57.857	Click: Right
2025.02.19 13:10:57.970	Click: Right
2025.02.19 13:11:03.356	Click: Right
2025.02.19 13:11:03.472	Click: Right
2025.02.19 13:11:28.948	Send: q /-1
2025.02.19 13:11:28.996	Send: q /-1
2025.02.19 13:11:29.046	Send: q /-1
2025.02.19 13:11:29.123	Send: q /-1
2025.02.19 13:11:32.203	Click: Right
2025.02.19 13:11:32.288	Click: Right
2025.02.19 13:11:45.729	Click: Right
2025.02.19 13:11:45.829	Click: Right
2025.02.19 13:12:07.145	Send: q /-1
2025.02.19 13:12:07.205	Send: q /-1
2025.02.19 13:12:07.269	Send: q /-1
2025.02.19 13:12:10.883	Click: Right
2025.02.19 13:13:47.644	Click: Right
2025.02.19 13:13:47.763	Click: Right
